मृत्यु
दुर्घटना
ठक्कर
डुबेर
डुब्नु
मूल्य बृद्धि
मिलेन
भएन 
असफल
घाइते
प्रतिबन्ध
बिरामी
मूल्य बढ्यो
आन्दोलित
दुर्व्यवहार
हत्या
मर्यो
मर्नु
रोकियो
आशंका
शव
चलखेल
अवैध
नेतृत्वविहीन
दबाब
नहुने
जथाभावी
नीतिविपरीत
विपरीत
मार
सकेनन्
नसक्नु
घाटा
पराजित
हार
मिचेर
हड्ताल
नसक्ने
कारबाही
घट्यो
छैन
दुर्गती
निर्जन
टुहुरो
आलोच
संकट
डुबे
निषेध
नकारात्मक
शोषण
विकृति
नकार्न
हराएर
युद्ध
डराउने
सामन्त
दुर्घट
बेरोजगारी
बलात्कृत
मृतक
उत्पीडित
स्वप्नदोष
प्रतिमूर्ति
शिकार
धकेलिँदै
चोट
द्वन्द्वत्तरकाल
समवेद
कडा
कठिनाई
बहिर्गमन
झुलाएर
विघटन
भयभित
बिटर
जन्जीर
अल्झिए
आक्रोश
अनसन
कमजोरी
छल
बेपत्ता
काट्ने
विरोधसभा
पिछडिए
भ्रम
निरंकुशतन्त्र
विरुद्ध
लुट्ने
स्वार्थ
क्यान्सर
भनसुन
आतंक
बर्बाद
दब्नु
घाइते
विकट
अपहरण
कठोर
काट्दै
बह
प्रलोभन
विभेद
बलात्कारी
बिसर्जन
जालझेल
दुर्भाग्य
अभियोग
महाअभियोग
सम्पर्कविहीन
हराइरहे
आडम्बर
अभिशाप
ब्ल्याकमेल
लम्पट
शं
विभाजित
प्रतिबन्ध
अपवाद
खन्याए
पाइँदैन
बिरलै
हिमपात
बाढी
पहिरो
लोभीपापी
ज्यान
खतरनाक
शंकास्पद
रोग
अविश्वास
सके
बाधा
निकालेन
फुस्काइ
दुखाइ
बाधक
उदाङ्गिए
शोषित
आरोप
कम
उठ्न
बिपत्ति
अपमानजनक
निधन
धम्काए
असमानता
निरर्थक
अज्ञान
सिकार
विरोध
दबाउनु
खराब
बिग्रन
दोषारोपण
चरित्रहीन
लापरबाही
वञ्चित
झस्किरहने
उत्पीडन
फितलो
नेगेटिभ
परिरहे
विद्रोही
बदनाम
अत्तालिए
गरिबी
रहेन
रहेनन्
आएन
गलत
तल्लीन
कष्ट
सुक्न
बाँधिन
गम्भीर
गम्भीरता
भय
धसिदिने
दुःखी
समन्वय
तुषारापात
पाखण्ड
मारिदिन्छु
चलखेल
क्षति
यौन
अर्थहीन
असफलता
चित्त
द्वन्द्वपीडित
छुट्याउन
लापरवाही
फस्ने
डरलाग्दो
गाह्रो
अभाव
सामन्ती
अन्याय
खप्नै
बिराउँदा
एम्बुस
संघर्ष
अन्यौल
मरिहत्ते
अन्याय
गुञ्जयास
महँगो
पीडित
परिवर्तन
अड्काउ
मृत्यु
सुस्त
दुराचारपीडित
गुमे
बिराए
अभ्यास
यौनजन्य
फिक्
दिशाविहीन
असहाय
विधवा
आग्रहपूर्वाग्रह
पाइनन्
बलात्कार
उम्किए
गम्भीर
त्याग
जानिँदैन
उदार
घटाउनु
तीतो
मार्नु
कमजोर
विवादास्पद
सकिरहे
अलपत्र
नपाएपछि
विडम्ब
थर्काए
दुव्र्यवहार
आक्रमण
सहमति
विपत्ति
चर्
धूमिल
लेवी
विपरित
छारो
घटे
मुठभेड
कुटिलतायुक्त
गाली
आउने
तैनाथ
लोभ
विक्षिप्त
हिंसा
अस्मिता
भगिरथ
रिस
अनुमोदित
भइरहे
रुकावट
उजुरी
लिनु
बिचल्ली
प्रतिशोध
गुनासो
गिरावट
अधिनायकवादी
विवश
नछाडे
दुःख
बेवारिसे
खारेज
बाध्य
छिचोल्न
घुर्
छाडेर
नपरे
दोहोरोरूप
निकास
दुरुपयोग
आत्तिने
चेतावनी
बेचविखन
द्वन्द्व
नदिए
हप्
दिदैन
महँगा
महँगि
हिच्किचाउनु
हत्या
धकेलिने
नाक
दुःखेसो
चक्रब्यूह
काण्ड
प्रवृति
अस्तब्यस्त
चिन्ता
जटिल
बद्नाम
देखिँदैन
बहनाबाजी
अध्ययन
विनाश्रम
निम्त्याउने
अकर्मण्यता
तयार
यथास्थिति
खर्च
आत्तिन्छौं
धम्क्याए
कठिन
गरेन
अवरोध
समस्या
स्खलित
खाडल
मुद्दा
गुमाए
असफल
असुरक्षित
नबढ्ने
आत्मविश्वास
आतंकित
ह्रास
हेप्ने
नहुने
कामचलाउ
नहुनु
नसके
विश्वजनीन
सत्ता
अपमान
अवलम्बन
वलात्कार
अहंकार
प्रभाव
रनभूल्ल
भाग्ने
फरार
अवला
अकल्पनीय
गैरजिम्मेवार
विरोधाभासपूर्ण
गृहयुद्ध
वितृष्णा
दबाब
आतंकवादी
आतंककारी 
आशं
नसक्नु
बिग्रे
अयोग्य
पदच्युत
घातक
आन्दोलन
अन्तरद्वन्द्व
शासकीय
बाढी
नियन्त्रण
ध्वस्त
विस्थापित
बन्देज
विश्वास
उपाधि
पिरोल्दा
सशक्त
निकम्
उद्वेलित
झरे
बनावटी
कारबाही
कब्जा
विस्मयकारी
अदक्ष
मारिए
गैसके
सकस
कामहरू
सातो
सत्ताच्युत
मारे
घोटाला
धावा
अड्कियो
भ्रष्टाचार
आउन
चिन्तित
शान्ति
विरोधी
नरहे
जान्थ्यो
विध्वंस
मुनाफाखोरी
दयनीय
आउँदैन
गरिदिएन
गरिदिन्न
गरेनन्
गर्दैनन्
चाहँदैनन्
चाहेन
छैन
छैनन्
छैनस्
छैनौँ
छोएन
जान्न
थिइनन्
थिइनस्
थिएन
थिएनन्
थिएनौँ
दिँदैन
दिइनुहुन्न
दिन्न
देखिएन
नदिन
पर्दैन
पाइन
पुगेन
बन्दैन
बस्दैन
बुझेनन्
भइनन्
भइनस्
भएन
भएनन्
भएनौँ
भन्न
भिन्न
मानेनन्
मान्दिनँ
मिल्दैन
रहँदैन
रहन्नन्
लिनुहुँदैन
सकिँदैन
सकिएन
सकिन्न
सकेन
सकेनन्
सक्दिन
सक्दैन
सक्दैनन्
हुँदैन
हुँदैनन्
हुनुहुँदैन
हुनेछैनन्
हुनेछैनस्
हुनेछैनौँ
हुन्न
हुन्नन्
हुन्नस्
हुन्नौँ
हैन
हैनन्
होइन
होइनन्
होईनन्
होईनौँ
नसक्ने
नगर्ने
छैनन्
छैनन्
दिएनन्
हुनुहुन्थ्यो
नभएको
